run_id,trial_index,placement_regime,yellow_position,red_position,yellow_yaw_deg,red_yaw_deg,success,failure_label,completion_time_s,video_path,notes
eval_act_redleft_n100_v1,6,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,placement_miss,,,"n_action_steps=100, 40s horizon. Room light ON. Grasp was accurate but the cube was released at the edge of the red cube and rolled off."
eval_act_redleft_n100_v1,7,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,true,,,,"n_action_steps=100, 40s horizon. Room light ON. Accurate grasp and accurate placement."
eval_act_redleft_n100_v1,8,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,placement_miss,,,"n_action_steps=100, 40s horizon. Room light ON. Edge grasp and inaccurate placement, same as trial 5."
eval_act_combined_n100_v1,1,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,placement_miss,,,"n_action_steps=100, 40s horizon. Room light ON. Released near the edge of the red cube; the cube fell."
eval_act_combined_n100_v1,2,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,placement_miss,,,"n_action_steps=100, 40s horizon. Room light ON. Same as trial 1: released at the red cube's edge and it fell."
eval_act_combined_n100_v1,3,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,grasp_failure,,,"n_action_steps=100, 40s horizon. Room light ON. Reached the right area but was slightly off, never closed a grasp, and kept retrying."
eval_act_combined_n100_v1,4,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,placement_miss,,,"n_action_steps=100, 40s horizon. Room light ON. Grasped, then released clearly short of the red cube without reaching even its edge. This is the interpolation signature of the merged two-layout dataset."
eval_act_combined_n100_v1,5,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,placement_miss,,,"n_action_steps=100, 40s horizon. Room light ON. Same short release as trial 4."
eval_act_combined_n100_v1,6,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,placement_miss,,,"n_action_steps=100, 40s horizon. Room light ON. Same short release as trial 4."
eval_smolvla_redleft_async_v3,1,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,true,,,,"Grasped near the edge of the yellow cube and still completed the stack. Controller: lerobot async_inference at 30 fps, chunk_size_threshold 1.0, weighted_average aggregation. Jetson in MAXN_SUPER with jetson_clocks; server-side inference p50 1.255 s against 1.667 s of runway. NOT comparable with the ACT trials, which ran synchronously."
eval_smolvla_redleft_async_v3,2,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,true,,,,"Completed, though the cube was released from a little too high. Controller: lerobot async_inference at 30 fps, chunk_size_threshold 1.0, weighted_average aggregation. Jetson in MAXN_SUPER with jetson_clocks; server-side inference p50 1.255 s against 1.667 s of runway. NOT comparable with the ACT trials, which ran synchronously."
eval_smolvla_redleft_async_v3,3,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,post_success_disturbance,,,"The cube was already placed on the red one. The gripper then opened, closed and opened again, and the arm retreated without lifting clear, knocking the cube off. Second of two trials showing that open-close-open oscillation at release. Controller: lerobot async_inference at 30 fps, chunk_size_threshold 1.0, weighted_average aggregation. Jetson in MAXN_SUPER with jetson_clocks; server-side inference p50 1.255 s against 1.667 s of runway. NOT comparable with the ACT trials, which ran synchronously."
eval_smolvla_redleft_async_v3,4,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,placement_miss,,,"Grasped too far toward the edge and the cube fell while being lowered. The yellow cube's start position may also have been outside the training distribution, which the gates do not check. Controller: lerobot async_inference at 30 fps, chunk_size_threshold 1.0, weighted_average aggregation. Jetson in MAXN_SUPER with jetson_clocks; server-side inference p50 1.255 s against 1.667 s of runway. NOT comparable with the ACT trials, which ran synchronously."
eval_smolvla_redleft_async_v3,5,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,true,,,,"Completed despite an inaccurate grasp. The gripper again opened, closed and opened at release, as in trial 3. Controller: lerobot async_inference at 30 fps, chunk_size_threshold 1.0, weighted_average aggregation. Jetson in MAXN_SUPER with jetson_clocks; server-side inference p50 1.255 s against 1.667 s of runway. NOT comparable with the ACT trials, which ran synchronously."
eval_smolvla_redleft_sync_v1,1,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,approach_miss,,,"Kept trying to line up over the yellow cube and never closed a grasp. Controller: LeRobot synchronous loop, 30 fps, n_action_steps 50. Inference is 1.255 s against 1.667 s of chunk playback, so the arm freezes for about 43% of wall time. The demonstrations contain no such pauses."
eval_smolvla_redleft_sync_v1,2,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,placement_miss,,,"Grasped the top-left corner of the yellow cube and released off target. Controller: LeRobot synchronous loop, 30 fps, n_action_steps 50. Inference is 1.255 s against 1.667 s of chunk playback, so the arm freezes for about 43% of wall time. The demonstrations contain no such pauses."
eval_smolvla_redleft_sync_v1,3,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,grasp_failure,,,"Misaligned and closed the gripper on empty space above the cube. Controller: LeRobot synchronous loop, 30 fps, n_action_steps 50. Inference is 1.255 s against 1.667 s of chunk playback, so the arm freezes for about 43% of wall time. The demonstrations contain no such pauses."
eval_smolvla_redleft_sync_v1,4,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,approach_miss,,,"Same as trial 1: could not line up over the yellow cube. Controller: LeRobot synchronous loop, 30 fps, n_action_steps 50. Inference is 1.255 s against 1.667 s of chunk playback, so the arm freezes for about 43% of wall time. The demonstrations contain no such pauses."
eval_smolvla_redleft_sync_v1,5,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,approach_miss,,,"Same as trial 1: could not line up over the yellow cube. Controller: LeRobot synchronous loop, 30 fps, n_action_steps 50. Inference is 1.255 s against 1.667 s of chunk playback, so the arm freezes for about 43% of wall time. The demonstrations contain no such pauses."
eval_smolvla_redleft_sync_n25_v1,1,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,approach_miss,,,"Synchronous, 30 fps, n_action_steps 25 instead of 50. Visibly quicker to react, and still could not line up over the yellow cube. Halving the chunk halves the blind stretch but not the freeze: inference is 1.255 s either way, so the duty cycle falls from 57% to 40% moving. This is the control that rules out replanning frequency as the explanation for the synchronous failures and points at motion continuity instead."
eval_smolvla_combined_async_v1,1,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,post_success_disturbance,,,"Grasped well and placed well, then failed to lift clear on the way out and knocked the cube off. The placement itself was on target. Controller: lerobot async_inference at 30 fps, MAXN_SUPER with jetson_clocks. Same merged 40-episode dataset on which ACT scored 0/6 by releasing short of the red cube."
eval_smolvla_combined_async_v1,2,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,true,,,,"Good grasp. Visibly re-aligned above the yellow cube before descending, then placed accurately. Corrective behaviour of the kind teacher-forced error cannot score. Controller: lerobot async_inference at 30 fps, MAXN_SUPER with jetson_clocks. Same merged 40-episode dataset on which ACT scored 0/6 by releasing short of the red cube."
eval_smolvla_combined_async_v1,3,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,unstable_stack,,,"Released from too high; the cube bounced off the red one. A height error at release, not a lateral one. Controller: lerobot async_inference at 30 fps, MAXN_SUPER with jetson_clocks. Same merged 40-episode dataset on which ACT scored 0/6 by releasing short of the red cube."
eval_smolvla_combined_async_v1,4,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,placement_miss,,,"Placement was off, but the policy was visibly correcting while placing rather than committing to one trajectory. Controller: lerobot async_inference at 30 fps, MAXN_SUPER with jetson_clocks. Same merged 40-episode dataset on which ACT scored 0/6 by releasing short of the red cube."
eval_smolvla_combined_async_v1,5,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,true,,,,"Completed. Controller: lerobot async_inference at 30 fps, MAXN_SUPER with jetson_clocks. Same merged 40-episode dataset on which ACT scored 0/6 by releasing short of the red cube."
eval_act_redleft_async_v1,1,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,placement_miss,,,"Released off target and the cube rolled off. Because it rolled to a spot still inside the training distribution the policy re-grasped it, then released off target again and it rolled off a second time. Controller: lerobot async_inference at 30 fps, chunk_size_threshold 1.0, weighted_average aggregation, Jetson in MAXN_SUPER. ACT inference is 15 ms, so the server can emit a fresh chunk on almost every control tick and each one is blended with the last - effectively replanning every step with averaging, which is the condition under which this policy stuttered during the temporal-ensembling sweep."
eval_act_redleft_async_v1,2,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,true,,,,"Completed. Not well centred but the stack held. Controller: lerobot async_inference at 30 fps, chunk_size_threshold 1.0, weighted_average aggregation, Jetson in MAXN_SUPER. ACT inference is 15 ms, so the server can emit a fresh chunk on almost every control tick and each one is blended with the last - effectively replanning every step with averaging, which is the condition under which this policy stuttered during the temporal-ensembling sweep."
eval_act_redleft_async_v1,3,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,timeout,,,"Grasped the cube and then never lifted it or carried it over the red one; ran out the horizon holding it. Controller: lerobot async_inference at 30 fps, chunk_size_threshold 1.0, weighted_average aggregation, Jetson in MAXN_SUPER. ACT inference is 15 ms, so the server can emit a fresh chunk on almost every control tick and each one is blended with the last - effectively replanning every step with averaging, which is the condition under which this policy stuttered during the temporal-ensembling sweep."
eval_act_redleft_async_v1,4,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,timeout,,,"Stuttered at the start pose for the whole horizon and never reached out. shoulder_lift never raised. Controller: lerobot async_inference at 30 fps, chunk_size_threshold 1.0, weighted_average aggregation, Jetson in MAXN_SUPER. ACT inference is 15 ms, so the server can emit a fresh chunk on almost every control tick and each one is blended with the last - effectively replanning every step with averaging, which is the condition under which this policy stuttered during the temporal-ensembling sweep."
eval_act_redleft_async_v1,5,fixed,redleft_gated_layout,redleft_gated_layout,0.0,0.0,false,timeout,,,"As trial 3, except it did attempt to carry the cube toward the red one and could not get there. Controller: lerobot async_inference at 30 fps, chunk_size_threshold 1.0, weighted_average aggregation, Jetson in MAXN_SUPER. ACT inference is 15 ms, so the server can emit a fresh chunk on almost every control tick and each one is blended with the last - effectively replanning every step with averaging, which is the condition under which this policy stuttered during the temporal-ensembling sweep."
